salary,educationType,jobTitle,qualification,gender,dateModify,skills,otherInfo
30000,,,,Мужской,2021-09-11,,
25000,Высшее,инженер,инженер,Мужской,2019-06-29,"Word, опытн, Excel",
40000,Среднее,,,Мужской,2021-04-27,"организаторск, целеустремлен, способн",
20000,Среднее профессиональное,продавец,,Женский,2021-03-24,,
20000,,,,,2021-09-29,,
25000,,,,,2020-01-16,,
25000,Среднее,,,Женский,2021-04-21,,
25000,,,,,2020-08-18,,
15000,Среднее профессиональное,оператор,,Женский,2021-10-06,,
45000,Высшее,продавец,,Женский,2021-03-24,"грамотн, уверен",
20000,Среднее,продавец,,Женский,2021-07-29,,
60000,Среднее профессиональное,,,Мужской,2020-09-23,,
18000,Среднее профессиональное,бухгалтер,,Женский,2021-08-26,,
30000,Среднее,,,Мужской,2021-08-08,,
50000,Среднее профессиональное,,,Мужской,2019-05-16,,
20000,,,,Женский,2021-06-16,,
40000,Высшее,менеджер,менеджер,Мужской,2021-06-12,,
15000,Среднее профессиональное,,,Женский,2021-06-26,,
25000,,,,Женский,2021-03-10,,
20000,Высшее,,,Женский,2021-06-19,,
25000,Среднее профессиональное,инженер,,Мужской,2020-08-07,самостоятельн,
18000,Среднее профессиональное,аппаратчик,,Женский,2021-09-05,,уверенный
18000,,,,Женский,2021-02-07,,
50000,Высшее,,,Мужской,2021-10-09,,
30000,Среднее профессиональное,водител,,,2020-05-07,,
30000,Среднее профессиональное,сборщик,,Мужской,2021-06-08,,
25000,Среднее,,,Женский,2021-04-30,,
20000,Высшее,,математик,Женский,2021-03-09,ответствен,
12130,,,,Женский,2021-02-04,,
65000,Среднее профессиональное,,,Мужской,2021-03-30,,
50000,Высшее,,преподавател,Женский,2021-11-30,,
25000,Среднее профессиональное,продавец,техник,Мужской,2020-05-08,,
30000,Среднее,официант,,Мужской,2021-06-20,,
10000,Среднее профессиональное,,,Женский,2021-06-25,,
100000,Среднее профессиональное,,,Мужской,2021-01-24,"ответствен, аккуратн",
20000,Среднее,,,Женский,2021-10-11,,
30000,,,,Женский,2021-07-09,,
35000,,механик,,Мужской,2020-06-25,,
50000,Высшее,,инженер,Мужской,2019-05-16,,
15000,Высшее,,юрист,Мужской,2020-08-25,легкообуча,
35000,Среднее,менеджер,,Мужской,2021-08-05,,
25000,Высшее,бухгалтер,психолог,Женский,2021-05-01,,
15000,Среднее,,,Мужской,2019-05-16,,
30000,Среднее профессиональное,кочегар,кассир,Женский,2021-04-11,,
50000,Высшее,курьер,юрист,Женский,2021-01-19,"делов, Office, грамотн, опытн, устн",
45000,Высшее,инспектор,юрист,Мужской,2020-07-12,,
40000,Высшее,дизайнер,,Женский,2021-03-18,,
20000,Среднее,,,Женский,2021-09-26,,
15000,Среднее,,,Женский,2021-07-07,,
10000,,,,Женский,2021-11-20,,
40000,Незаконченное высшее,инженер,,Мужской,2020-01-14,,
18000,Среднее профессиональное,,,Женский,2020-06-08,,
25000,Среднее профессиональное,,,Женский,2021-08-03,,
25000,Среднее профессиональное,,,Женский,2021-05-01,,
15000,,,,Женский,2021-04-05,,
10000,Среднее профессиональное,повар,,Женский,2021-05-01,,
30000,Среднее,,,Мужской,2021-07-02,,
17000,,,,Женский,2021-02-08,,
50000,Среднее профессиональное,,,Мужской,2021-08-06,,
50000,Высшее,бухгалтер,экономист,Женский,2021-01-16,"Word, бухгалтерск, налогов",
20000,,,,Мужской,2021-06-02,,
50000,Высшее,водител,,Мужской,2019-05-16,,
50000,Высшее,директор,,Женский,2021-08-06,,
30000,,,,Мужской,2021-06-14,,
30000,Среднее профессиональное,слесар,станочник,Мужской,2020-07-15,,
28000,Среднее профессиональное,администратор,,Женский,2021-05-23,ответствен,уверенный
50000,Среднее профессиональное,машинист,,,2019-05-16,,
45000,Среднее,,,Мужской,2020-07-09,,
60000,Высшее,,юрист,Женский,2021-08-03,,
30000,Высшее,директор,психолог,Женский,2021-08-03,коммуникативн,
35000,Среднее,электромонтер,,Мужской,2021-05-12,,
30000,,парикмахер,,Женский,2021-10-06,,
50000,Высшее,предпринимател,,Мужской,2020-06-29,,
25000,,,,Женский,2021-04-21,,
15000,Высшее,бухгалтер,психолог,Женский,2021-05-26,"коммуникативн, способн",
20000,Высшее,,юрист,Женский,2020-08-27,,
40000,Высшее,секретар,,Женский,2019-05-16,"техническ, Word, Internet, опытн, Excel",
18000,Среднее профессиональное,кассир,,Женский,2021-07-05,"трудолюбив, легкообуча",
30000,Высшее,воспитател,учител,Женский,2021-09-08,,
50000,Высшее,директор,экономист,Мужской,2021-07-19,,
10000,Среднее профессиональное,диспетчер,бухгалтер,Женский,2021-03-12,оргтехник,
30000,Высшее,инженер,преподавател,Женский,2021-06-23,"информацион, программн, техническ, техник",
27000,Среднее профессиональное,,,,2021-01-25,,
60000,Среднее профессиональное,,менеджер,Мужской,2020-10-22,,
25000,Среднее профессиональное,продавец,,Женский,2021-01-31,,
30000,,,,Женский,2019-05-16,,
40000,Высшее,сварщик,инженер,Мужской,2021-10-04,"исполнительн, самостоятельн, ответствен, коммуникабельн","уверенный, строительный"
25000,,,,Женский,2021-01-11,,
35000,Высшее,инженер,инженер,Мужской,2020-09-28,"Office, водительск, AutoCAD",спортивный
15000,Среднее,менеджер,,Женский,2021-04-11,,
30000,Высшее,,,Женский,2021-03-01,способн,
15000,Среднее,,,Женский,2021-02-05,,
40000,Высшее,,,Женский,2020-08-25,,
25000,Незаконченное высшее,аналитик,,Женский,2019-05-16,,
50000,Высшее,инспектор,,Женский,2021-05-28,,
30000,Среднее профессиональное,продавец,менеджер,Женский,2021-07-14,,
120000,Высшее,,,Мужской,2020-04-20,,
25000,Высшее,,,Женский,2020-07-07,,
40000,Высшее,инженер,инженер,Мужской,2020-10-12,техническ,
28000,Среднее профессиональное,,,Женский,2021-04-01,,
25000,,,,Женский,2021-02-23,,
15000,Среднее,,,Мужской,2020-07-07,,
20000,,,,Мужской,2020-07-16,,
25000,Высшее,бухгалтер,учител,Женский,2020-05-02,,
35000,Среднее профессиональное,,,Женский,2021-05-15,,
50000,Среднее,монтажник,,Мужской,2021-01-19,самостоятельн,
